refill longitude  refill longitude refill longitude
5.779600698
5.779349879
5.77942391
5.779317981
5.779084796
5.778769694
5.778373601
5.777951756
5.777628758
5.777165115
5.77713698
5.776702923
5.776464168
5.776325325
5.776432005
5.77636659
5.776291989
5.776340747
5.776508314
5.776826375
5.777080066
5.777631725
5.77792829
5.778655221
5.778955701
5.779704792
5.780259292
5.780674057
5.780694832
5.781163066
5.78150989
5.781709071
5.781868143
5.781709853
5.781874492
5.78171039
5.781818368
5.781408927
5.781113758
5.780702191
5.780290905
5.780036363
5.779825222
5.779352271
5.779049679
5.778623139
5.778561267
5.778422994
5.778167422
5.778055881
5.777974491
5.777948194
5.778060417
5.778426712
5.778500132
5.778777425
5.778825636
5.779222283
5.779661817
5.779663062
5.779727779
5.779897992
5.780138972
5.780365799
5.780556274
5.780555603
5.780652914
5.780182176
5.780343616
5.780193453
5.779907448
5.779306536
5.778985882
5.778722418
5.778650497
5.778260139
5.777856976
5.777580356
5.777324342
5.777380396
5.77707158
5.777050454
5.777017135
5.776998598
5.777168922
5.777723877
5.777764003
5.778121932
5.778178837
5.778681905
5.77916739
5.779395635
5.779615786
5.779882794
5.780181031
5.780404806
5.78064691
5.78089487
5.780923172
5.78073979
5.780809307
5.780836688
5.780637037
5.780303808
5.780026965
5.779917565
5.779832314
5.779495118
5.779196797
5.778892015
5.778257211
5.778101555
5.777669325
5.777807409
5.777292092
5.777128788
5.777060485
5.777255547
5.777328079
5.777282928
5.777372624
5.777634799
5.778031783
5.778148666
5.778550095
5.778861222
5.779279571
5.779486023
5.780173738
5.780493406
5.780492511
5.780558935
5.780761937
5.780845296
5.780910454
5.780787101
5.780593501
5.780502641
5.780244607
5.779941757
5.779677377
5.779299473
5.778630213
5.778208119
5.777696334
5.77764969
5.777102592
5.776852086
5.776585014
5.776467217
5.776403718
5.776275275
5.776365155
5.776348056
5.776572237
5.776764397
5.77762064
5.777757753
5.778355432
5.778598585
5.779333612
5.780035013
5.780284409
5.780556701
5.780996374
5.781336699
5.781617685
5.781784721
5.781887564
5.78187922
5.781566341
5.781644595
5.781354438
5.78097178
5.780415545
