refill longitude refill longitude refill longitude
5.777035512
5.777803561
5.777981882
5.778261153
5.778406959
5.778907482
5.779486537
5.779759949
5.780020109
5.780269633
5.780677453
5.780832516
5.781117109
5.781524615
5.781450566
5.781157833
5.781182602
5.781207702
5.781101649
5.780813935
5.780479155
5.78032706
5.780369203
5.779963959
5.779716175
5.779461763
5.779022093
5.779032093
5.778600576
5.778779117
5.778690248
5.778592023
5.778819877
5.779180748
5.779479606
5.779584789
5.779839736
5.780329485
5.780816847
5.780990729
5.781538014
5.781874996
5.782322929
5.782469078
5.783046116
5.783326692
5.783390233
5.783080134
5.783114302
5.783197562
5.783003721
5.782663357
5.782226545
5.782008518
5.781477744
5.781114153
5.780652562
5.780164769
5.779308586
5.778699511
5.77820922
5.778122605
5.777541922
5.777205314
5.776867384
5.776910651
5.776800507
5.77670003
5.776835372
5.776971283
5.777380445
5.777632624
5.778367951
5.778833967
5.779483348
5.779964057
5.780766024
5.781514658
5.78200934
5.78223709
5.782754432
5.783193268
5.783527971
5.783783996
5.783872733
5.783997154
5.783702329
5.783780406
5.783522464
5.783268199
5.782675618
5.782165717
5.781894182
5.781668166
5.781024451
5.780630993
5.780287204
5.779853015
5.779756642
5.77934804
5.779250676
5.779068477
5.778968357
5.778910974
5.779372419
5.779323673
5.77958477
5.779502242
5.779885358
5.780303587
5.78031382
5.780602928
5.780805858
5.7810593
5.78125781
5.781469357
5.781658627
5.781646382
5.781278412
5.781489756
5.781262405
5.781200345
5.780707757
5.780309112
5.780039538
5.780037645
5.779465219
5.77923683
5.778861856
5.778437191
5.778435021
5.778172685
5.778290224
5.778217911
5.778236384
5.778489017
5.778977208
5.779281986
5.779704716
5.780023594
5.780603923
5.781143092
5.781392899
5.781962789
5.782364875
5.782795866
5.782950799
5.783402472
5.783644877
5.783707723
5.783490125
5.783660247
5.783523701
5.783339565
5.783181825
5.782775705
5.782513379
5.782155283
5.781730221
5.781384793
5.780970812
5.780176305
5.779881863
5.779440189
5.779370247
5.778947703
5.778614348
5.778374682
5.778571506
5.778417834
5.778469963
5.778513266
5.778643408
5.778976295
5.779256304
5.779793618
5.780036716
5.780646093
5.780817265
5.781463007
5.781975
5.782187703
5.78222896
5.782622589
5.782747458
5.782880481
5.782925445
5.782880483
5.782933555
5.782634884
5.782549687
5.782332536
5.782004293
5.781480155
5.781072476
5.780573653
5.780501244
5.780085175
5.779635537
5.779330449
5.778952648
5.778789135
5.778606213
5.778575306
5.778394095
5.778351167
5.778480427
5.778940888
5.779097319
5.779420224
5.779689079
5.78016731
5.780781772
5.780980733
5.781279289
5.781622447
5.782076675
5.782391539
5.782663282
5.782775498
5.782871927
5.782457064
5.782446421
5.782191671
5.781822268
5.781295577
5.780665394
5.780317162
5.779983868
5.779216612
5.778685604
5.778265126
5.777678671
5.777467228
5.777041504
5.776954271
5.776752104
5.776637492
5.776726397
5.777273156
5.777444021
5.777657114
5.777851487
5.778225877
5.778761058
5.778991389
5.77937651
5.779639747
5.780049054
5.780218479
5.780583962
5.78088994
5.780984591
5.780884633
5.780987266
5.781211726
5.781032195
5.780836427
5.780670963
5.780669093
5.780619834
5.780297581
5.780127789
5.779962139
5.779435884
5.779351205
5.779165639
5.779198319
5.778957615
5.778737164
5.778849115
5.779090808
5.779158305
5.7791689
5.779404625
5.779665309
5.780099457
5.780347737
5.780957654
5.781246528
5.781790674
5.781920843
5.782679851
5.783083572
5.783102232
5.783024037
5.783300131
5.783342222
5.783295557
5.783305026
5.782976364
5.782937739
5.782542301
5.782269772
5.781950111
5.78153779
5.780787957
5.780400313
5.780013729
5.779883515
5.779284374
5.778985195
5.778668486
5.778644347
5.778530024
5.778371416
5.778592993
5.77856917
5.778887726
5.779340534
5.779901495
5.780232416
5.780842825
5.781115089
5.781971004
5.782643213
5.782995524
5.78326593
5.783751765
5.784107339
5.784428054
